Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-03-01, oklahoma police planning to set up roadblocks to enforce a mandatory covid19 vaccination law and slap microchipped bracelets on people ,United States, facebook, LeadStories,false,0
2020-03-01,kerala chief minister pinarayi vijayan on sunday sought intervention of external affairs ministry to ensure safe return of the indian fishermen trapped in covid19 infected iran ,India,IndiaToday,,true,1
2020-03-01, post says no one has died from the coronavirus in the united states ,United States, Instagram, PolitiFact,false,0
2020-03-01, the coronavirus is simply the common cold ,United States, Facebook, PolitiFact,false,0
2020-03-02,coronavirus 24yearold techie from bengaluru tests positive for covid19 in hyderabad around 80 people he had interacted with are being placed under watch ,India,IndiaToday,,true,1
2020-03-02,sensex closed 15327 points lower at 3814402 on monday as detection of fresh covid19 cases in india spooked domestic investors sensex coronavirus covid19 ,India,The Hindu,,true,1
2020-03-02,covid19 iran has reported 978 confirmed cases of coronavirus which has left 24 people dead in the country ,India,The Hindu,,true,1
2020-03-02,covid19 we have already started contact tracing for family and office members of the two new cases that have detected positive today monday says health minister,India,The Hindu,,true,1
2020-03-02,just in a 24 year old man from hyderabad who works at a software company tested positive for covid 19,India,The Hindu,,true,1
2020-03-02,public health officials say the novel coronavirus is less deadly than sars but epidemiologists are still trying to determine exactly how deadly covid19 is about 2 percent of reported cases have been fatal but experts say the death rate could be lower ,United States,The Washington Post,,true,1
2020-03-02,covid19 spreads more easily than sars and is similar to other coronaviruses that cause coldlike symptoms it appears to be highly transmissible and since cases are mild the disease may be more widespread than current testing numbers suggest ,United States,The Washington Post,,true,1
2020-03-02, post says sanitizer will do nothing for the coronavirus ,United States, Facebook, PolitiFact,false,0
2020-03-02, plantbased cure for coronavirus discovered in iran ,Europe, Facebook, AFP,false,0
2020-03-02, disinfectant gel causes cancer ,Europe," santeplus.com, FB", AFP,false,0
2020-03-02, man critical with novel coronavirus in barhalganj india ,India, Facebook, Vishvas News,false,0
2020-03-02, alcohol kills the coronavirus ,India, Facebook, Vishvas News,false,0
2020-03-02, outbreak of covid19 is a worldwide fake the fatality rate is too low for an epidemic the who admitted causing the sars outbreak in 2003 ,Europe, , 15min.lt,misleading,0
2020-03-02, ambulance health care workers are transporting a coronavirus patient in the hague the netherlands dressed in white protective suits ,Europe, Twitter, Nieuwscheckers,false,0
2020-03-02, the ministry of health in spain issues advice about the coronavirus outbreak ,Europe, WhatsApp, Maldita.es,false,0
2020-03-02, 3000 people from elche spain are infected with the coronavirus after coming back from milans international footwear industry fair ,Europe, WhatsApp, Maldita.es,false,0
2020-03-02, the united states is actually screening fewer people for the coronavirus than other countries because we dont have appropriate testing ,United States, Lou Dobbs, PolitiFact,mostly true,0
2020-03-02, us vice president pence urged people with coronavirus to go to the police ,United States, Facebook, LeadStories,false,0
2020-03-02, journalist claims a coronavirus patient was murdered ,United States, Facebook, LeadStories,false,0
2020-03-02, a bovine coronavirus vaccine for cattle is proof that the novel coronavirus isnt new and is evidence of how much the media controls people ,United States, Facebook, FactCheck.org,false,0
2020-03-02, post says two patients at valley regional medical center in brownsville texas are being looked at for possible coronavirus infections ,United States, Facebook, PolitiFact,false,0
2020-03-02, us senator lindsey graham says president trump probably knows more about medicine and specifically viruses than any of the socalled scientists at the nih and cdc ,United States, Tweet, PolitiFact,false,0
2020-03-02, coronavirus hoax,United States, Facebook, PolitiFact,false,0
2020-03-03, bloggers say the vatican reports that pope francis tested negative for the coronavirus before a second test came back positive ,United States, Bloggers, PolitiFact,false,0
2020-03-03,an italian tourist who landed here on february 29 was tested positive for covid19 in his second medical examination coronavirus ,India,The Hindu,,true,1
2020-03-03,worldwide 1952 new covid19 cases reported on tuesday bringing the total number of cases in the country to 92275 diu report ,India,IndiaToday,,true,1
2020-03-03,according to the who there are 89527 confirmed covid19 cases and 3056 deaths reported globally in 67 countries coronavirus world ,India,IndiaToday,,true,1
2020-03-03,new diagnoses in several states pushed the tally of covid19 cases past 100 and new hampshire reported its first case raising the total of affected states to 11 coronavirus unitedstates ,India,IndiaToday,,true,1
2020-03-03,thousands of intensive care patients to be tested for covid19 ,Europe,Guardian news,,true,1
2020-03-03, video shows president donald trump saying covid19 is the democrats new hoax ,United States, Joe Biden, PolitiFact,false,0
2020-03-03, patents mean deadly diseases and viruses were created or invented in a lab ,United States, Facebook, LeadStories,false,0
2020-03-03, a bovine vaccine can be used to inoculate people against coronavirus ,United States, Facebook, LeadStories,false,0
2020-03-03, pope francis and his two aides have been infected with the new coronavirus ,United States," Facebook, Website", FactCheck.org,false,0
2020-03-03, the government or specific states such as michigan or florida has mandated that employers and schools close for two weeks ,United States, Facebook, FactCheck.org,false,0
2020-03-03, ads are selling masks protecting against covid19 ,United States, Leafy Clover, AFP,misleading,0
2020-03-03, drink warm water or gargle every 15 minutes to rinse the new coronavirus down ,Europe, Facebook, VoxCheck,false,0
2020-03-03, you cant get infected by kissing the hands of a virgin or saint statue ,Europe, Member of a religious fraternity, Maldita.es,false,0
2020-03-03, the cdc recommends men shave their beards to be protected against the new coronavirus ,Europe, Media, Newtral.es,false,0
2020-03-03, video claims that the health system is collapsing in north macedonia ,Europe, YouTube, Vistinomer,false,0
2020-03-03, this video shows dead coronavirus victims amassed in the bergamo or brescia hospital ,Europe, WhatsApp, Open,false,0
2020-03-03, images of bjp men smearing cow dung on one another after their party leader suman haripriya said cow dung may help cure coronavirus ,India, Facebook, Factly,false,0
2020-03-03, the photos show indians bathing in cow dung to prevent infection ,India, Facebook, AFP,false,0
2020-03-03, people queue outside an aldi supermarket in germany to buy food in fear of the new coronavirus ,Europe, Philippe Watteaux on FB, AFP,false,0
2020-03-03, an image shows senate minority leader chuck schumer criticizing president trumps restrictions on foreign nationals traveling to the us from china ,United States, Facebook, FactCheck.org,false,0
2020-03-04,delhi cm arvind kejriwal says currently two labs are in delhi to test the virus itvideo covid19 coronavirus ,India,IndiaToday,,true,1
2020-03-04,health minister review meeting to take place today coronavirus remains prime focus itvideo covid19 ,India,IndiaToday,,true,1
2020-03-04,coronavirus screening takes place on airports india todays shares the latest about covid19 itvideo ,India,IndiaToday,,true,1
2020-03-04,rahul gandhi should be screened for coronavirus says bjp minister itvideo covid19 ,India,IndiaToday,,true,1
2020-03-04,coronavirus what is covid19 how it spreads itvideo covid19 ,India,IndiaToday,,true,1
2020-03-04,coronavirus is there a need to panic heres what dr rodrico ofrin of who has to say itvideo covid19 coronaalert ,India,IndiaToday,,true,1
2020-03-04,how prepared is delhi government to battle coronavirus outbreak shares the information itvideo covid19 coronaalert ,India,IndiaToday,,true,1
2020-03-04, the state of florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of covid19 coronavirus starting on march 6 2020 all schools are to close for 2 weeks also from march 6 ,United States, Facebook, PolitiFact,false,0
2020-03-04,hyderabad 45 of the 47 collected samples test negative listen in to for more details itvideo coronavirus covid19 ,India,IndiaToday,,true,1
2020-03-04,coronavirus can mask really protect you from covid19 read here to know ,India,IndiaToday,,true,1
2020-03-04,majority of retired nhs staff dont want to return to tackle covid19 crisis ,Europe,Guardian news,,true,1
2020-03-04,after pm modi union minister also plans to skip holi events itvideo covid19 coronavirus ,India,IndiaToday,,true,1
2020-03-04,coronavirus covid19 thermal screening at various airports in india from delhis igi and shalinilobo 93 from chennai airport report live itvideo ,India,IndiaToday,,true,1
2020-03-04,watch with new cases of covid19 being confirmed in india the health ministry has stepped up efforts to check the spread of the virus heres a list of dos and donts released by the health ministry coronaalert coronavirus ,India,The Hindu,,true,1
2020-03-04, the first coronavirus case in north macedonia was a wellknown fashion designer ,Europe, Facebook, Vistinomer,false,0
2020-03-04, man visited albany ny days before dying from coronavirus ,United States, Facebook, PolitiFact,false,0
2020-03-04, vitamin c prevents coronavirus ,Europe, MayDay, TjekDet.dk,false,0
2020-03-04, the first dog was infected with coronavirus ,Europe, Website, Correctiv,correct,0
2020-03-04, the coronavirus is a bioweapon by the usa says german politician wolfgang gedeon in a parliament speech ,Europe, Facebook, Correctiv,mostly false,0
2020-03-04, cow dung and cow urine can cure coronavirus ,India, Minister, The Quint,misleading,0
